PLR_ID,PLR_NAME,school_count,school_names,privat,öffentlich,Typ: Andere Schule,Typ: Berufsschule,Typ: Grundschule,Typ: Gymnasium,Typ: Integrierte Sekundarschule,Typ: Privatschule,Typ: Schule mit sonderpädagogischem Förderschwerpunkt,Art: Berufsfachschule,Art: Berufsschule,Art: Berufsschule mit sonderpäd. Aufgaben,Art: Fachschule,Art: Freie Waldorfschule,"Art: Förderschwerp. ""Geistige Entwicklung""","Art: Förderschwerp. ""Lernen""","Art: Förderschwerp. ""Lernen""u.""Geistige Entwickl.""",Art: Förderschwerp. einschl. beruflichem Teil,Art: Gemeinschaftsschule,Art: Grundschule,Art: Gymnasium,Art: Integrierte Sekundarschule,Art: Kombinierte allg./berufl. Schule,Art: Kombinierte allgemein bildende Schule,Art: Kombinierte berufliche Schule,Art: Oberstufenzentrum,Art: Übrige Förderschwerpunkte
02500834,Revaler Straße,1.0,['Modersohn-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02500835,Stralauer Kiez,2.0,"['August-Sander-Schule', 'Emanuel-Lasker-Schule (Gemeinschaftsschule)']",0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02500836,Stralauer Halbinsel,1.0,['Thalia-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03100101,Bucher Forst,3.0,"['Grundschule Am Sandhaus', 'Montessori-Gemeinschaftsschule Berlin Buch', 'Evangelische Schule Berlin Buch (Grundschule)']",2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03100102,Klinikum Buch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03100103,Karower Chaussee,3.0,"['50. Schule (Grundschule)', 'Hufeland-Schule (Integrierte Sekundarschule)', 'Marianne-Buggenhagen-Schule']",0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
03200204,Blankenfelde,2.0,"['Platanengrundschule', 'Freie Naturschule im StadtGUT (Grundschule)']",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03200205,Uhlandstraße,1.0,['Berufliche Schule für Sozialwesen Pankow'],0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
03200206,Pastor-Niemöller-Platz,6.0,"['Konrad-Zuse-Schule', 'Hasengrund-Schule (Grundschule)', 'Grundschule an den Buchen', 'Freie Schule Pankow (Integrierte Sekundarschule)', 'Freie Humanistische Grundschule', 'Max-Delbrück-Gymnasium']",2.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
03200207,Herthaplatz,1.0,['Elisabeth-Christinen-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03200308,Nisbléstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03200309,Eddastraße,1.0,['Jeanne-Barez-Schule (Grundschule)'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03200310,Krugpfuhl,2.0,"['Schule am Birkenhof', 'Schule am Birkenhof']",0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03300411,Karow Nord,3.0,"['Grundschule am Hohen Feld', 'Grundschule im Panketal', 'Robert-Havemann-Gymnasium']",0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
03300412,Karow Bahnhof,1.0,['Grundschule Alt-Karow'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03300413,Karow Ost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03300514,Blankenburg,1.0,['Grundschule unter den Bäumen'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03300515,Blankenburger Süden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03300516,Heinersdorf,2.0,"['Grundschule am Wasserturm', 'SAfS - Spektrum Akademie für Sozialpädagogik (Kein Schulbetrieb)']",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03300517,Märchenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03400618,Rosenthal,1.0,['Grundschule in Rosenthal'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03400619,Wilhelmsruh,2.0,"['Grundschule Wilhelmsruh', 'St. Hildegard Akademie gGmbH']",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03400620,Schönholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03400721,Florakiez,3.0,"['Arnold-Zweig-Grundschule', 'Reinhold-Burger-Schule', 'Carl-von-Ossietzky-Gymnasium']",0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
03400722,Parkstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03400723,Garbátyplatz,4.0,"['Elizabeth-Shaw-Grundschule', 'SchuleEins (Gemeinschaftsschule)', 'Freie Integrative Montessori Grundschule Pankow', 'Platanus Schule Berlin (Gemeinschaftsschule)']",3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03400724,Wolfshagener Straße,4.0,"['Mendel-Grundschule', '47. Schule (Grundschule)', 'Panke-Schule', 'Schule an der Strauchwiese']",0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
03400725,Schlosspark,2.0,"['Konrad-Duden-Schule (Integrierte Sekundarschule)', 'Evangelische Schule Pankow (Grundschule)']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
03400826,Tiroler Viertel,2.0,"['Klecks-Grundschule', 'Janusz-Korczak-Schule (Integrierte Sekundarschule)']",0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
03400827,Trelleborger Viertel,1.0,['Trelleborg-Schule (Grundschule)'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03400828,Spiekermann Straße,1.0,['Kurt-Tucholsky-Schule (Integrierte Sekundarschule)'],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
03400829,Arnold-Zweig-Straße,1.0,['Klax-Gemeinschaftsschule'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03400830,Kissingenviertel,3.0,"['Grundschule Wolkenstein', 'Berlin Bilingual School (Integrierte Sekundarschule)', 'Rosa-Luxemburg-Gymnasium']",1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
03400831,Pankower Tor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03500932,Bühringstraße,2.0,"['Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)', 'Hagenbeck-Schule']",0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
03500933,Weißer See,2.0,"['Stephanus-Schule', 'Stephanus-Grundschule ']",2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03500934,Weißenseer Spitze,3.0,"['Schule am Hamburger Platz (Grundschule)', 'Heinz-Brandt-Schule', 'Klax Berufsakademie']",1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
03500935,Behaimstraße,2.0,"['Katholische Theresienschule (Gymnasium)', 'Primo-Levi-Gymnasium']",1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
03500936,Komponistenviertel Weißensee,3.0,"['Picasso-Grundschule', 'dreieins-Grundschule Berlin-Pankow', 'Ting-Schule (Integrierte Sekundarschule)']",2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
03501037,Rathaus Weißensee,3.0,"['Grundschule am Weißen See', 'Grundschule im Moselviertel', '49. Schule (Grundschule)']",0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03501038,Hansastraße,2.0,"['Brillat-Savarin-Schule (OSZ Gastgewerbe)', 'Georg-Zacharias-Grundschule']",0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
03601139,Norweger Viertel,1.0,['Bornholmer Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03601140,Malmöer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03601141,Arnimplatz,1.0,['Freie Grundschule Pfefferwerk'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03601142,Falkplatz,1.0,['Schule am Falkplatz (Grundschule)'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03601243,Rodenbergstraße,1.0,['Carl-Humann-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03601244,Humannplatz,2.0,"['Wilhelm-von-Humboldt-Gemeinschaftsschule', 'Heinrich-Schliemann-Gymnasium']",0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
03601245,Ostseestraße,2.0,"['Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen)', 'Staatliche Ballett- und Artistikschule Berlin']",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
03601346,Gethsemanekirche,1.0,['Thomas-Mann-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03601347,Helmholtzplatz,1.0,['Käthe-Kollwitz-Gymnasium'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
03601348,Senefelderstraße,1.0,['Grundschule im Eliashof'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03601449,Michelangelostraße,4.0,"['Paul-Lincke-Grundschule', 'Gustave-Eiffel-Schule', 'Freie Waldorfschule am Prenzlauer Berg', 'PepperMont Freie Sekundarschule für ganzheitliches Lernen']",2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
03601450,Volkspark Prenzlauer Berg,3.0,"['Grundschule im Blumenviertel', 'AUCOTEAM GmbH', 'Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH']",2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
03601451,Anton-Saefkow-Park,1.0,['Bötzow-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03601452,Velodrom,3.0,"['48. Schule (Grundschule)', 'Tesla-Schule (Gemeinschaftsschule)', 'Gymnasium am Europasportpark']",0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
03601453,Alter Schlachthof,1.0,['Bilinguale Schule Phorms Berlin Prenzlauer Berg (Grundschule)'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03701554,Teutoburger Platz,4.0,"['Schule am Senefelderplatz', 'Grundschule am Teutoburger Platz', 'WETEK - Fachschule für Sozialpädagogik', 'Pfefferwerk - Fachschule für Sozialpädagogik']",2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03701555,Sredzkistraße,3.0,"['Grundschule am Kollwitzplatz', 'Grundschule im Hofgarten', 'Weiterdenker-Fachschule für Sozialpädagogik']",1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03701556,Kollwitzplatz,1.0,['Lauder Beth-Zion Schule (Gemeinschaftsschule)'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03701657,Thälmannpark,1.0,['Grundschule am Planetarium'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03701658,Christburger Straße,2.0,"['Grundschule an der Marie', 'Schulen Christburg Campus Prenzlauer Berg']",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
03701659,Immanuelkirchstraße,3.0,"['Heinrich-Roller-Grundschule', 'S.K.O.U.T. - Fachschule für Sozialpädagogik', 'Helene-Haeusler-Schule']",1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03701660,Bötzowstraße,4.0,"['Homer-Grundschule', 'Kurt-Schwitters-Schule', 'Katholisches Schulzentrum Edith Stein', 'Felix-Mendelssohn-Bartholdy-Gymnasium']",1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
04100101,Jungfernheide/Plötzensee,2.0,"['Anna-Freud-Schule (OSZ Sozialwesen)', 'Erwin-von-Witzleben-Grundschule']",0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
04100102,Paul-Hertz-Siedlung,1.0,['Helmuth-James-von-Moltke-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04200203,Olympiagelände,1.0,['Sportschule im Olympiapark - Poelchau-Schule'],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
04200204,Angerburger Allee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04200205,Flatowallee,3.0,"['Charles-Dickens-Grundschule', 'Katholische Schule Herz Jesu (Grundschule)', 'Berlin British School (Grundschule)']",2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04200206,Kranzallee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04200207,Eichkamp,6.0,"['Wald-Grundschule', 'Heinz-Galinski-Schule (Grundschule)', 'Berlin British School (Integrierte Sekundarschule)', 'Reinfelder-Schule', 'Ernst-Adolf-Eschke-Schule für Gehörlose', 'Wald-Gymnasium']",2.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
04200308,Branitzer Platz,1.0,['Schule am Westend'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
04200309,Neu Westend,3.0,"['Dietrich-Bonhoeffer-Grundschule', 'Schele-Schule (Gemeinschaftsschule)', 'Herder-Gymnasium']",1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
04200310,Fürstenplatz,5.0,"['Reinhold-Otto-Grundschule', 'Katholische Schule Liebfrauen (Gymnasium)', 'Freie Schule Charlottenburg', 'Moser-Schule - Schweizer Gymnasium', 'Heinz-Berggruen-Gymnasium']",3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
04200311,Königin-Elisabeth-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04300412,Schlossgarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04300413,Klausenerplatz,1.0,['Nehring-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04300414,Schloßstraße,3.0,"['Hans-Litten-Schule (OSZ Recht und Wirtschaft)', 'Schinkel-Grundschule', 'Schule am Schloss (Integrierte Sekundarschule)']",0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
04300415,Lietzensee,1.0,['Peter-Ustinov-Schule'],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
04300416,Amtsgerichtsplatz,1.0,['Lietzensee-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04300517,Tegeler Weg,1.0,['Gottfried-Keller-Gymnasium'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
04300518,Kaiserin-Augusta-Allee,1.0,['Mierendorff-Grundschule'],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04300619,Alt-Lietzow,4.0,"['Loschmidt-Oberschule', 'Ludwig-Cauer-Grundschule', 'Evangelische Schule Charlottenburg (Integrierte Sekundarschule)', 'Erste Aktivschule Charlottenburg (Grundschule)']",2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
04300620,Spreestadt,1.0,['Mentora Gymnasium'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
04300621,Richard-Wagner-Straße,4.0,"['OSZ Kraftfahrzeugtechnik', 'Ruth-Cohn-Schule (OSZ Sozialwesen)', 'IFAG Institut für angewandte Gerontologie', 'Arno-Fuchs-Schule']",1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
04300622,Ernst-Reuter-Platz,1.0,['Rackow-Schulen Berlin'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
04300623,Karl-August-Platz,2.0,"['Eichendorff-Grundschule', 'Campus Berufsbildung e.V.']",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04300624,Savignyplatz,3.0,"['OSZ Körperpflege', 'Friedensburg-Schule', 'Schiller-Gymnasium']",0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
04400725,Güterbahnhof Grunewald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04400726,Bismarckallee,2.0,"['Grunewald-Grundschule', 'Walther-Rathenau-Gymnasium']",0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
04400727,Flinsberger Platz,1.0,['Evangelisches Gymnasium zum Grauen Kloster'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
04400728,Hagenplatz,1.0,['Hildegard-Wegscheider-Gymnasium'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
04400729,Hundekehle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
